"","caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
"1240",1240,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,3,5,1,4,4,4,4,2,4,4,4,4,4,2,5,2,1,3,6,6,4,4,4,5,6,6,5,5,3,5,6,5,4,5,5,3,5,5,3,3,5,5,5,2,6,4,5,6,4,4,5,3,3,5,2,1,0,0,0,0,1,1,2,10,1
"425",425,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,3,5,1,4,3,1,3,1,3,3,1,4,3,2,3,1,2,3,2,1,3,2,3,3,4,4,4,5,3,4,4,4,5,3,4,4,2,3,5,1,3,4,4,4,4,2,3,2,4,4,3,3,3,3,4,2,0,0,0,0,1,1,2,6,1
"302",302,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,2,1,4,4,4,4,1,4,4,1,4,4,1,2,1,2,3,5,4,1,4,5,2,3,6,1,4,2,5,3,3,4,6,2,1,2,5,2,4,5,2,2,1,5,3,6,6,1,3,4,5,3,4,5,2,1,0,0,0,0,3,2,9,1
"2084",2084,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,5,1,3,4,2,4,2,4,4,4,2,4,3,6,2,1,5,6,1,2,3,5,3,5,3,2,3,2,3,3,6,5,3,2,1,2,4,3,2,3,2,3,6,4,2,3,2,3,3,3,3,3,2,6,4,0,0,0,1,1,1,2,12,2
"773",773,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,6,1,4,4,4,4,3,4,4,4,4,4,4,5,1,1,4,3,2,5,3,4,4,6,4,5,5,3,3,6,4,3,4,3,2,2,3,6,3,5,6,6,6,6,6,6,3,6,4,6,5,6,4,6,1,0,0,0,0,1,1,2,9,1
"1756",1756,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,5,1,4,4,3,4,1,4,4,4,1,4,1,2,2,1,5,2,1,2,1,5,1,1,2,1,1,1,1,1,4,1,3,1,1,4,4,5,2,2,1,5,4,2,1,1,6,5,6,5,3,3,1,4,2,1,0,0,0,0,1,2,6,2
"525",525,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,5,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,5,5,2,2,2,1,2,1,2,1,2,3,2,3,2,3,2,2,2,3,2,1,2,1,3,2,0,1,0,0,0,1,2,4,1
"1441",1441,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,6,1,1,4,2,4,2,4,4,4,4,4,4,1,1,1,2,2,1,3,1,2,1,2,1,2,1,2,3,2,4,1,2,1,5,4,3,4,2,3,3,3,3,4,3,3,6,4,4,3,2,2,1,4,2,1,0,0,0,0,1,2,4,2
"1306",1306,4,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,4,5,1,2,4,1,4,2,4,4,4,3,1,2,5,1,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,3,6,3,2,2,2,5,1,3,6,4,4,2,2,2,5,4,2,1,0,0,0,0,1,2,14,NA
"2354",2354,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,2,6,1,4,3,4,2,1,4,4,3,4,4,1,3,3,1,4,3,2,1,3,3,6,3,4,3,3,2,4,3,3,2,3,4,3,4,3,3,3,2,3,1,2,4,4,1,4,4,6,3,3,2,4,1,2,1,0,0,0,0,3,2,6,2
"2150",2150,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,3,4,1,1,3,2,1,1,4,3,2,2,2,1,3,1,1,4,3,2,3,2,5,2,2,2,4,3,1,2,2,3,1,1,2,3,4,4,2,2,2,2,4,3,3,5,1,6,3,5,3,3,2,1,3,2,1,0,0,0,0,1,1,6,2
"330",330,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,5,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,0,0,0,0,1,2,7,2
"834",834,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,3,6,1,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,5,4,5,4,3,3,4,3,4,4,3,3,4,5,3,5,3,1,3,3,6,1,3,5,2,6,6,4,6,6,6,3,6,6,4,6,2,4,0,0,0,0,1,1,2,7,1
"1908",1908,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,4,5,1,2,3,3,4,1,4,3,4,1,2,1,3,1,2,2,3,1,1,2,4,3,3,2,1,2,2,3,3,5,4,3,2,2,3,4,6,2,4,3,4,5,4,3,4,6,5,3,4,2,3,4,6,2,1,0,0,0,0,1,2,6,2
"427",427,3,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,3,4,1,2,2,4,3,1,2,4,2,2,2,3,3,3,2,3,3,2,3,3,4,3,4,2,2,3,4,4,3,3,3,3,3,4,2,3,3,3,2,4,3,2,3,4,3,3,3,3,3,3,3,2,4,2,1,0,0,0,0,1,2,7,2
"1542",1542,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,3,5,1,2,4,3,4,2,4,4,1,2,2,3,2,2,1,3,5,1,1,2,5,2,5,2,3,5,4,1,5,6,1,5,5,4,2,3,6,3,5,3,2,5,6,5,4,6,3,3,3,2,3,4,4,2,1,0,0,0,0,1,2,10,1
"1200",1200,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,3,2,2,4,4,4,2,4,4,4,4,4,2,3,1,2,6,3,2,2,1,6,1,1,1,3,2,3,1,2,5,2,3,4,3,2,2,2,2,3,6,3,3,4,3,3,6,3,4,4,2,3,3,2,2,1,0,0,0,0,1,2,9,2
"979",979,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,1,2,11,1
"416",416,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,NA,3,3,1,4,3,4,4,2,4,3,4,3,3,1,1,1,2,3,4,1,1,1,6,1,1,1,1,1,2,2,1,5,1,3,1,1,3,1,1,1,4,1,3,3,1,1,1,1,2,5,3,1,3,1,3,4,0,1,0,0,0,1,2,4,2
"935",935,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,1,1,1,3,4,4,4,3,4,4,2,4,4,2,1,2,2,1,6,1,3,3,3,2,2,3,2,2,3,2,2,6,3,3,1,2,3,4,3,1,3,2,3,3,4,4,4,6,4,2,6,1,6,1,3,2,0,0,0,1,1,6,2,2,1
"1513",1513,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,3,5,1,1,4,2,3,1,4,3,3,2,2,4,2,2,2,5,3,1,2,2,6,3,2,1,3,2,2,3,1,4,2,3,3,3,3,3,2,1,2,3,3,2,3,3,2,6,4,6,4,2,3,3,3,1,1,0,0,0,0,1,2,10,2
"2196",2196,5,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,3,4,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,3,2,1,1,2,1,2,2,1,2,1,2,5,1,2,2,6,3,2,3,2,4,1,0,0,1,1,0,1,2,12,2
"1242",1242,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,3,4,4,2,1,4,4,1,4,4,2,2,1,3,2,1,1,2,2,5,1,3,4,2,1,2,2,2,5,1,3,2,6,4,3,3,2,2,2,6,2,5,2,3,6,6,4,6,2,6,2,1,2,1,0,0,0,0,1,2,1,2
"1598",1598,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,3,1,4,4,1,4,1,4,4,4,3,2,3,4,3,1,2,5,1,3,3,3,2,2,2,3,3,3,2,3,6,2,3,3,3,2,2,5,2,5,5,5,5,4,3,4,2,3,5,3,2,5,5,6,4,0,0,1,0,0,1,2,14,2
"272",272,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,2,4,4,1,4,1,4,4,1,4,4,1,1,1,4,5,2,1,2,1,6,2,1,1,4,5,2,3,2,5,2,3,4,2,3,2,5,3,5,3,5,5,5,2,4,5,2,5,5,3,5,4,6,2,1,0,0,0,0,1,2,9,2
"1783",1783,9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4,4,4,4,4,2,4,2,4,4,4,4,4,1,2,2,6,1,6,1,3,2,1,2,1,1,3,2,2,3,3,5,5,1,1,2,3,3,5,5,6,5,5,5,5,5,3,6,2,2,5,3,5,3,3,1,0,0,0,0,1,1,2,11,2
"1253",1253,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,4,3,1,4,4,1,4,2,1,4,4,2,4,4,3,3,3,3,5,1,1,2,3,3,1,3,2,3,3,3,3,5,3,3,3,2,4,4,3,2,3,5,4,6,6,4,3,6,4,3,6,3,2,3,4,4,0,0,0,0,1,1,2,7,NA
"746",746,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,2,0,0,1,0,0,3,1,10,2
"258",258,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,3,4,1,1,1,1,2,1,1,1,1,1,1,3,2,3,2,4,4,4,2,2,5,2,4,4,3,4,4,4,3,5,2,5,4,3,4,3,5,6,5,4,3,1,4,3,2,5,2,5,3,3,5,6,1,1,0,0,0,0,6,1,2,2
"378",378,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,3,4,1,4,4,2,4,3,4,4,4,2,4,1,3,1,1,4,4,3,1,1,6,1,1,1,3,4,4,2,4,5,2,4,1,1,4,3,5,4,3,5,2,6,5,4,5,5,4,5,6,5,3,5,5,1,0,1,1,0,0,1,2,10,2
"851",851,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,3,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,0,0,1,2,3,1
"111",111,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,3,3,4,2,4,1,4,2,2,4,4,4,3,3,4,4,1,5,2,2,6,5,1,2,1,2,6,5,4,1,3,3,5,4,2,1,4,6,6,4,2,1,6,2,6,5,5,3,1,3,6,1,4,1,0,1,0,0,0,3,2,9,2
"1188",1188,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,4,2,1,2,4,1,4,1,2,2,3,3,4,2,5,2,3,3,1,1,2,2,4,3,2,3,2,2,2,2,3,5,2,2,2,2,3,2,2,3,2,2,4,3,2,1,2,6,3,3,2,2,3,2,4,2,1,0,0,0,0,2,2,9,1
"554",554,2,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,4,5,3,4,1,2,5,3,4,2,4,1,1,5,3,3,3,2,2,3,5,3,4,6,6,4,3,4,3,4,6,1,4,6,2,1,0,0,0,0,1,2,9,1
"532",532,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,4,1,4,4,1,4,2,2,4,4,4,4,2,3,2,2,2,4,1,2,4,1,5,5,3,4,4,1,3,2,3,3,3,3,2,2,4,4,2,3,3,5,3,5,5,5,4,5,4,3,3,3,2,4,1,0,0,0,1,1,6,1,8,1
"784",784,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,2,1,1,2,4,2,4,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,3,2,3,3,3,3,2,4,2,1,2,2,2,3,3,2,2,2,3,0,1,0,0,0,1,2,6,1
"791",791,4,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,5,1,3,2,1,2,2,4,3,3,4,2,2,3,1,1,4,1,3,1,1,2,2,5,3,3,2,1,3,3,2,2,2,1,4,4,1,1,4,2,2,2,3,2,3,4,4,1,3,3,3,2,4,3,4,0,1,0,0,0,3,2,3,1
"1123",1123,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,6,2,3,4,4,4,1,4,3,4,4,3,4,5,1,4,1,6,6,4,2,6,3,5,4,5,6,2,4,4,3,2,6,2,1,5,1,6,4,4,6,5,5,6,3,6,6,4,6,6,4,5,6,5,2,1,0,0,0,0,3,2,1,2
"305",305,5,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,5,1,4,4,4,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,6,1,1,1,1,3,6,1,2,1,4,1,1,4,4,5,4,5,6,4,1,1,2,4,1,0,0,1,0,0,6,2,12,2
"1897",1897,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,5,1,4,4,2,4,1,4,4,4,3,2,3,3,1,1,5,3,1,1,2,5,3,4,2,2,2,2,2,2,4,2,2,1,4,3,2,4,2,3,2,2,6,3,1,4,6,5,4,1,1,2,4,4,1,0,1,0,0,0,1,2,14,1
"1145",1145,4,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,3,3,1,1,1,1,4,1,4,1,2,4,4,1,3,1,2,6,2,1,1,2,6,1,1,2,1,2,3,2,1,4,2,2,2,1,1,3,3,2,4,2,1,3,4,1,3,5,2,3,3,2,2,1,4,3,0,0,1,1,0,1,2,11,2
"828",828,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,1,6,1,4,3,4,4,2,4,4,4,2,4,4,3,1,2,3,4,4,2,3,4,3,2,1,4,4,3,3,3,5,3,3,3,3,3,4,4,2,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,1,0,0,0,0,1,1,2,5,2
"167",167,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,NA,3,3,1,1,1,2,4,1,3,4,1,4,4,3,2,1,1,2,3,1,1,1,4,1,2,2,2,2,1,2,1,6,2,3,1,1,2,3,1,1,3,2,3,3,3,3,2,6,2,6,3,1,4,3,2,4,0,0,0,1,0,1,1,2,1
"844",844,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,4,1,4,4,4,4,2,4,4,1,4,4,1,3,1,1,3,3,1,1,1,3,1,4,1,1,1,2,1,2,6,1,3,2,1,1,2,3,3,4,5,5,3,3,1,2,1,3,5,4,2,4,3,4,4,0,0,0,0,1,1,2,5,1
"556",556,8,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3,3,1,1,3,2,3,1,2,3,1,3,2,1,1,1,1,3,1,1,1,1,5,1,3,1,1,2,2,1,3,6,1,2,1,1,1,3,3,1,2,3,2,4,2,2,3,3,1,4,3,2,4,2,3,4,0,0,1,1,1,5,2,8,1
"1668",1668,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,4,3,1,4,4,1,1,1,4,4,4,1,1,4,6,1,1,6,6,1,2,1,6,2,2,1,2,1,2,1,2,6,1,2,1,1,1,3,1,1,4,4,3,3,3,1,2,1,3,5,3,1,4,2,4,1,0,0,1,0,0,1,2,10,2
"247",247,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,4,1,4,4,1,4,2,4,4,4,4,4,1,4,1,2,1,3,1,3,2,6,1,3,1,2,1,3,2,2,5,2,2,1,2,3,3,6,1,3,4,3,4,6,3,3,6,3,3,6,2,2,1,2,3,1,0,0,0,0,6,1,4,2
"1414",1414,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,4,5,4,4,4,3,4,2,2,2,4,2,2,4,3,3,6,3,3,1,2,2,5,2,2,1,2,2,2,3,2,5,3,3,3,3,3,1,2,3,3,3,3,3,4,1,3,6,3,3,4,3,4,1,6,1,1,0,0,0,0,1,2,14,2
"963",963,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,4,6,1,3,4,2,4,1,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,4,2,1,0,0,0,0,1,2,6,2
"1976",1976,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,3,4,1,4,4,2,4,1,4,4,4,1,4,3,2,2,3,3,1,2,2,3,3,3,4,3,3,2,2,4,2,3,3,3,2,1,4,2,3,2,4,3,3,5,4,3,3,3,4,3,3,2,4,2,3,1,1,0,0,0,0,1,2,7,1
"2267",2267,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,3,4,1,2,4,1,2,1,4,1,2,2,4,1,5,1,1,3,2,1,1,2,4,2,2,2,4,4,2,3,1,6,2,3,4,3,3,2,1,3,3,2,3,3,4,2,3,3,4,6,2,2,3,2,4,2,1,0,0,0,0,1,2,4,1
"1792",1792,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,4,4,1,3,4,1,1,1,4,1,1,2,4,1,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,1,1,6,1,1,1,1,1,1,1,3,1,1,3,1,4,1,1,6,1,1,2,1,1,2,6,2,1,0,0,0,0,6,1,9,2
"347",347,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,6,3,3,4,4,4,1,4,4,4,4,4,4,5,2,6,4,3,1,2,1,5,1,3,3,5,3,4,4,2,4,2,3,2,1,3,6,1,1,1,6,2,1,4,2,3,6,3,1,5,1,3,2,4,2,1,0,0,0,0,1,2,4,1
"2275",2275,5,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,6,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,6,1,0,1,1,1,0,1,2,12,1
"1120",1120,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,6,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,1,2,4,2
"326",326,3,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,4,5,1,3,3,2,3,1,3,3,2,3,3,2,4,2,3,3,4,2,3,4,3,4,2,3,2,3,3,3,3,2,2,2,3,4,2,3,3,3,3,3,3,2,4,3,3,1,4,4,5,3,5,3,3,2,1,0,0,0,0,3,2,8,2
"1685",1685,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,5,1,1,4,3,4,3,4,4,4,2,2,4,6,1,1,4,4,3,1,1,6,1,5,1,4,3,2,2,4,5,2,4,2,3,3,6,1,1,3,3,6,3,3,2,3,6,5,6,3,5,5,5,5,1,1,0,0,0,0,1,2,12,1
"1827",1827,5,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,4,1,1,3,4,2,1,4,4,4,4,4,3,1,1,1,1,3,1,3,3,3,3,5,2,5,3,4,4,4,4,3,5,5,5,4,2,6,2,3,3,6,5,3,5,2,6,4,6,5,5,2,2,4,1,0,1,0,0,0,1,2,9,2
"919",919,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,6,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,4,4,1,2,3,3,2,1,3,1,4,2,2,2,3,2,2,3,3,3,2,3,4,3,1,1,0,0,0,0,1,2,4,2
"275",275,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,3,6,1,4,3,4,4,1,4,4,2,4,4,4,5,2,2,4,4,2,3,3,4,3,3,3,2,5,3,2,4,6,2,3,2,2,2,4,3,2,3,4,6,3,4,3,2,5,4,4,3,2,5,2,3,4,0,0,0,0,1,1,2,6,2
"1034",1034,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,NA,3,4,1,2,4,4,4,2,4,4,3,4,4,4,3,1,1,5,3,3,3,3,5,3,3,3,3,3,3,1,3,5,1,3,3,3,1,1,1,2,3,1,3,4,4,2,4,2,3,4,3,3,2,2,2,4,0,0,0,1,0,1,2,10,1
"940",940,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,5,5,2,4,4,4,2,3,4,4,4,4,3,4,5,1,5,5,5,4,3,3,3,4,5,3,4,4,3,2,4,5,3,3,3,2,3,4,3,3,4,5,5,3,5,3,4,5,3,4,5,3,4,5,6,1,1,0,0,0,0,1,2,14,1
"512",512,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,3,3,1,1,1,1,2,1,3,2,3,1,1,3,2,4,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2,3,3,2,3,2,3,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,2,1,0,0,0,0,1,2,6,1
"249",249,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,NA,4,6,1,3,2,2,1,4,3,2,4,2,3,3,4,2,4,3,1,5,2,1,5,1,6,3,1,6,5,3,2,3,1,5,1,3,2,4,3,2,5,1,3,5,3,5,6,2,4,4,4,6,2,6,3,2,1,0,0,0,0,1,2,6,2
"545",545,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,3,3,3,3,4,4,1,4,4,3,4,4,4,1,1,6,1,1,2,2,2,2,2,6,3,1,3,6,2,4,6,1,3,5,4,1,1,6,2,2,6,6,6,6,1,6,6,6,4,1,1,6,2,3,2,1,0,0,0,0,1,2,4,1
"698",698,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,5,4,4,1,1,4,1,4,4,1,4,4,4,3,1,2,1,5,2,1,4,4,4,4,4,2,2,1,2,2,4,2,2,2,2,2,2,5,2,5,4,4,5,4,4,3,4,2,3,4,4,4,4,3,1,0,1,0,0,0,1,1,3,1
"141",141,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,3,5,1,4,4,3,4,2,4,4,4,4,3,2,5,2,3,4,4,2,2,3,3,2,4,4,5,3,3,4,2,3,3,3,4,3,2,2,6,2,5,5,3,6,6,3,3,5,5,6,5,4,4,4,4,2,1,0,0,0,0,1,2,5,1
"2080",2080,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,3,3,1,2,4,2,4,2,2,4,3,4,3,4,2,1,1,3,4,1,1,1,1,1,4,2,4,3,3,1,3,4,2,3,4,1,3,1,4,2,2,2,3,3,4,3,2,4,2,3,3,3,2,1,2,1,0,0,0,0,1,1,2,14,1
"294",294,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,3,3,1,4,4,3,4,1,4,4,4,4,4,1,1,1,1,6,1,3,1,1,6,2,3,1,3,2,2,2,1,5,2,3,1,1,2,3,2,1,1,3,1,2,3,2,2,2,2,3,2,2,5,1,4,2,0,0,0,1,0,2,2,6,1
"439",439,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,3,1,1,1,2,1,3,2,1,3,1,3,3,3,2,2,3,5,3,5,4,4,3,5,3,2,3,2,2,3,3,3,2,2,3,2,2,3,3,2,5,2,2,2,2,2,2,2,2,2,2,4,3,2,0,0,0,1,0,3,1,3,1
"390",390,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,5,6,1,1,4,1,4,1,1,4,1,4,1,1,2,1,1,5,1,1,1,1,5,1,1,1,2,1,1,2,1,5,3,1,1,1,1,5,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,4,1,0,0,0,0,1,2,2,8,1
"332",332,8,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,4,5,2,3,4,4,4,2,3,4,2,4,4,4,5,4,4,5,1,1,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,4,2,2,4,3,3,2,2,2,3,6,1,0,0,0,0,1,1,2,12,1
"1260",1260,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,5,1,4,3,2,4,1,4,2,4,4,4,2,1,1,1,3,3,1,3,2,4,1,4,2,4,2,3,6,2,3,2,3,1,4,3,4,5,1,1,5,5,5,3,2,3,6,5,2,3,3,1,5,3,2,1,0,0,0,0,1,2,2,NA
"1510",1510,8,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,4,6,2,4,4,2,4,2,4,4,4,2,4,4,4,1,3,6,1,1,3,1,6,1,1,1,2,3,3,2,1,4,1,3,1,2,3,3,1,4,3,6,4,3,1,3,3,6,4,4,3,3,4,4,6,2,1,0,0,0,0,1,1,8,2
